Referencia,question,answer
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2039,¿Son eficaces los instrumentos de cribado para identificar el riesgo de suicidio?,"En población general, no existen pruebas suficientes para recomendar, ni a favor ni en contra, el cribado de riesgo de suicidio en adultos. En centros educativos, la evidencia existente sobre la efectividad y el posible impacto en la conducta suicida no permite recomendar la implantación de programas de cribado. En atención primaria, se sugiere implementar programas de cribado del riesgo de suicidio en adolescentes con presencia de factores riesgo de suicidio que puedan necesitar ser derivados a un servicio especializado. Como herramienta de cribado puede utilizarse el Cuestionario de riesgo de suicidio de Horowitz, por ser el único validado en castellano. En los servicios de urgencias, se recomienda llevar a cabo un cribado del riesgo de suicidio en aquellos adolescentes con presencia de factores de riesgo (trastornos depresivos, consumo de alcohol, impulsividad...) o que presenten factores de estrés asociados (ruptura de relación, embarazo no deseado, exposición a casos de suicidios o intentos, etc.…), que acudan incluso por otros motivos. En personas mayores se recomienda la implementación del cribado de depresión, asociado a un adecuado seguimiento y a programas de educación parala salud ya que esta medida disminuye el riesgo de suicidio. Como instrumentos de cribado podrían utilizarse la 15-item Geriatric Depression Scale (GDS)y la 5-item GDS subscale (GDS-SI).  En centros penitenciarios se recomienda el cribado de riesgo de suicidio de los reclusos a su ingreso, con posterior observación y seguimiento. No se ha encontrado evidencia para recomendar ninguna escala de cribado en esta población."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2040,¿Cuáles son los factores de riesgo y protectores asociados con la conducta suicida en la infancia y la adolescencia?,En niños y adolescentes con presencia de factores de riesgo de conducta suicida se recomienda realizar una amplia evaluación psicopatológica y social. La evaluación deberá seguir los mismos principios que en los adultos aunque considerando los aspectos psicopatológicos propios de la infancia y adolescencia y prestando especial atención a la familia y su situación social.
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2041,¿Cómo se realiza la detección y valoración del riesgo suicida en la infancia y la adolescencia?,"En la evaluación del riesgo de suicidio en el niño o adolescente se recomienda preguntar directamente sobre la presencia de ideación suicida o planificación, conducta suicida pasada y otros factores de riesgo, así como ampliar la evaluación a personas cercanas (padres o profesores)."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2042,¿Existe algún instrumento psicométrico adecuado para la valoración del riesgo de suicidio en la infancia y la adolescencia?,"En el caso de emplear escalas como complemento a la entrevista clínica, en la infancia y adolescencia se recomienda el uso de:–– Escala de desesperanza de Beck (Beck Hopelessness Scale, BHS).–– Inventario de depresión de Beck (Beck Depression Inventory, BDI).–– Kiddie Schedule for Affective Disorders and Schizophrenia for School-Age Children (K-SADS).–– Children Depression Rating Scale, Revised (CDRS-R)."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2043,¿Existe alguna intervención preventiva que reduzca el riesgo de suicidio en la infancia y la adolescencia?,"Dentro de la formación escolar se recomienda la implementación de programas de prevención universal del suicidio, como por ejemplo el programa Signs of Suicide, una vez adaptado y contextualizado al entorno sociocultural. Se recomienda la implementación de programas de prevención selectiva dirigidos a adolescentes con riesgo de suicidio, como el Personal Growth Class o el Counselors Care, una vez adaptados y contextualizados. No existen datos suficientes que nos permitan recomendar el uso de herramientas o programas de cribado de suicidio en el ámbito escolar.  Se recomienda la implementación de programas de entrenamiento de figuras clave (gatekeeper) para el personal de los centros educativos, orientados a la identificación de alumnos con riesgo de suicidio.  De cara a la prevención de la conducta suicida en niños y adolescentes con trastornos mentales se recomienda:–– Realizar una evaluación rigurosa del riesgo de suicidio de cara a valorar la estrategia de tratamiento más beneficiosa en cada caso.–– Prestar especial atención a la presencia de trastornos comórbidos.–– Valorar de forma periódica los síntomas de depresión, ideación suicida y la presencia de posibles eventos vitales estresantes.–– Favorecer la coordinación entre los diferentes profesionales y niveles asistenciales, para realizar un adecuado seguimiento. Se recomienda valorar como opciones de tratamiento para la conducta suicida en la infancia y la adolescencia el tratamiento psicoterapéutico, farmacológico, el tratamiento combinado y en ocasiones excepcionales, la terapia electroconvulsiva. Se recomienda dar pautas a los padres y/o cuidadores sobre el control del acceso directo por parte de niños y adolescentes a fármacos, armas de fuego u otros medios potencialmente letales. En la evaluación del riesgo de suicidio se recomienda que los clínicos tengan en cuenta el uso patológico de Internet o su uso inadecuado, especialmente en adolescentes y adultos jóvenes.  Se recomienda ofrecer en Internet información de fácil acceso sobre la conducta suicida y su prevención elaborada específicamente para adolescentes y sus familiares."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2044,¿Cómo se realiza la detección y valoración del riesgo suicida en mayores?,"En la evaluación del riesgo de suicidio en mayores se recomienda valorar especialmente la presencia de depresión, otras enfermedades, abuso de alcohol o de alguna medicación.  Se recomienda también valorar el entorno, la calidad de vida y las expectativas de la persona: –– Con quien vive, presencia de apoyo y relaciones sociofamiliares. –– Capacidad de autocuidado y desarrollo de actividades de la vida diaria–– Presencia de desesperanza, actitud del paciente hacia la vida y la muerte"
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2045,¿Existe algún instrumento psicométrico adecuado para la valoración del riesgo de suicidio en personas mayores?,"En el caso de emplear escalas como complemento a la entrevista clínica en la persona mayor, se recomienda la utilización de escalas validadas, como la Escala de Depresion Geriatrica (Geriatric Depression Scale, GDS)."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2046,¿Existe alguna intervención preventiva que reduzca el riesgo de suicidio en personas mayores?,"Se recomienda orientar la educación sobre el suicidio a los propios mayores, así como a sus cuidadores y a la población general, incluidos los medios de comunicación, con la finalidad de aumentar la concienciación y reducir el estigma.  En pacientes con factores de riesgo de suicidio se recomienda la prescripción de fármacos en el envase de menor cantidad y hacer un seguimiento de su uso por parte del médico. En mayores con riesgo de suicidio se recomienda la realización de intervenciones comunitarias de apoyo: líneas telefónicas, actividades grupales y psicoeducación. Para el manejo y tratamiento de la conducta suicida en mayores, en líneas generales se seguirán las mismas que para los adultos."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2047,"¿Qué medidas de prevención se han mostrado efectivas para evitar la conducta suicida en pacientes con gran dependencia, enfermedad somática grave o discapacidad?","En personas con enfermedad crónica y dolor o discapacidad física grave se recomienda la realización de programas preventivos y de evaluaciones específicas de riesgo de suicidio. Se recomienda realizar un seguimiento especial de aquellos pacientes con presencia de factores de riesgo de suicidio, en el momento de ser diagnosticados de una enfermedad grave, cuando existe un mal pronóstico de la misma o cuando el estadio evolutivo es avanzado. Las estrategias generales para el manejo de pacientes con enfermedad crónica, discapacidad física o dolor crónico se deben llevar a cabo en tres niveles diferentes:–– Universal:-- Evaluar la desesperanza y la ideación suicida-- Monitorizar los signos de advertencia que pueden aumentar el nivel de riesgo como presencia de síntomas depresivos, abuso de sustancias, antecedentes de conducta suicida…-- Reconocer que las personas pueden estar en riesgo sin importar el tiempo después de la lesión-- Facilitar a los pacientes la disponibilidad de apoyo a largo plazo.–– Selectivo:-- Realizar seguimiento de las personas con patologías psiquiátricas comórbidas.–– Indicado (presencia de ideación y/o conducta suicida):-- Reducir el acceso a métodos potencialmente letales, contemplando la posibilidad de más de un método-- Proporcionar tratamiento, apoyo y seguimiento, por lo menos de 12 meses después de un intento de suicidio-- Favorecer la participación de amigos y familiares en la planificación y desarrollo del tratamiento"
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2048,"¿Qué medidas de prevención del suicidio deberían llevarse a cabo en cuidadores no profesionales de enfermos con gran dependencia, enfermedad somática grave o discapacidad?","Se recomienda una valoración del riesgo de suicidio en cuidadores con síntomas de depresión. En cuidadores con ansiedad, depresión y sobrecarga se recomienda la realización de intervenciones de corte cognitivo-conductual con el fin de disminuir el riesgo de suicidio."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2049,¿Qué medidas de prevención del suicidio deberían adoptarse en diferentes situaciones laborales consideradas de riesgo?,"En el ámbito laboral se recomienda realizar programas de promoción de la salud que ofrezcan apoyo y asesoramiento a los trabajadores, así como aumentar el grado de integración y la accesibilidad a los servicios de prevención.  Se recomienda evaluar la situación laboral en personas en riesgo de suicidio."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2050,¿Qué medidas de prevención podrían recomendarse para evitar la conducta suicida en personas que sufren violencia doméstica?,Se recomienda realizar programas preventivos de suicidio que conlleven una especial atención a personas víctimas de la violencia doméstica.
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2051,¿Qué medidas de prevención de la conducta suicida se pueden recomendar en población penitenciaria?,Se recomienda realizar programas preventivos de suicidio en centros penitenciarios que incluyan tanto a funcionarios como a reclusos.
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2052,¿Cuáles son las necesidades y expectativas de los allegados tras un suicidio?,"A la hora de poner en marcha cualquier intervención tras un suicidio dirigida a los familiares y allegados se recomienda: –– Contextualizar la estrategia de intervención–– Tener en cuenta el efecto del estigma en los allegados–– Considerar las necesidades y expectativas de las personas implicadas. Tan pronto como sea posible después de un suicidio, se recomienda ofrecer una atención flexible y adaptada a las necesidades de cada persona."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2053,"Tras el suicidio de una persona, ¿existe alguna intervención preventiva que reduzca el impacto en sus familiares y allegados?","Tras un suicidio, se recomienda que los profesionales sanitarios ofrezcan apoyo a los allegados y les aporten toda la información necesaria sobre los recursos de ayuda disponibles, incluyendo tratamientos específicos y la posibilidad de realizar un seguimiento a largo plazo.  Tras un suicidio se recomienda la terapia cognitivo-conductual en aquellos familiares y allegados con presencia de ideación suicida, ya que reduce el riesgo de duelo patológico en estas personas.  Se recomienda la implementación de programas de entrenamiento de figuras clave (gatekeeper) en el ámbito escolar, de cara a aumentar los conocimientos delos profesionales de los centros educativos sobre la conducta suicida y el impacto del suicidio en las personas allegadas."
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2054,¿Existe alguna intervención tras el suicidio de un paciente que reduzca el impacto en los profesionales implicados en su manejo?,Se recomienda que todos los profesionales reciban formación específica sobre las posibles implicaciones emocionales del suicidio de un paciente y las estrategias de afrontamiento necesarias.  Tras el suicidio de un paciente se recomienda garantizar el apoyo necesario a los profesionales directamente implicados y la realización de una revisión del caso y de los factores subyacentes.
Revisión de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida (2012) del Programa de GPC en el SNS GUÍAS DE PRÁCTICA CLÍNICA EN EL SNS MINISTERIO DE SANIDAD https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/gpc/ Revisión en 2055,¿Son efectivos los programas clínicos de intervención llevados a cabo en España en la reducción de episodios futuros de conducta suicida?,Se recomienda la implementación en los servicios de salud de programas clínicos de prevención de la conducta suicida basados en educación sanitaria y en la puesta en marcha de dispositivos que garanticen una asistencia inmediata y un seguimiento adecuado.
