system_prompt,question,response
relacin de armona la concurrencia al Psiclogo del sector Salud as como 
abone una nfima suma de dinero por concepto de reparacin del dao y vis
itas inopinadas por la Asistenta Social adscrita al Juzgado no tiene la eficacia 
real en la familia afectada es casi un formalismo ya que en la prctica dichas 
decisiones judiciales no pueden ser materializadas De ah se afirma que la 
legislacin vigente y la prctica fiscal y judicial no es la idnea la adecuada 
que est coadyuvando a superar la problemtica 
En el contexto antes referido dentro del procedimiento judicial de la vio
lencia familiar es necesario proponer ideas sugerencias para complementar 
y desarrollar de manera coordinada y orgnica todas la actividades y pro
cedimientos de las diferentes entidades pblicas as como de las privadas 
que tienen participacin en el tema por decir las ONGs colectivos mesa de 
concertacin contra la violencia familiar etc con medidas de carcter pre
ventivo para evitar en lo posible la continuidad de dicha conducta agresora 
en especial en las zonas y lugares apartados y distantes de nuestro pas para 
lo cual me permito proponer tareas y proyectos para algunas entidades del 
sector pblico relacionadas con la Violencia Familiar
5 LABOR CREATIVA EN LO QUE RESPECTA AL PODER JUDICIAL
En primer lugar por el tratamiento especial que merece los casos de violencia 
familiar el Juez competente Juez especializado de Familia o el Juez Mixto 
en los casos de los Juzgados Mixtos de Angaraes Acobamba y Castrovir
reyna que conforman el Distrito Judicial de Huancavelica stos no deben 
117
El dao en casos de violencia familiar en la provincia de Huancavelica propuesta para superar
Libro de Especializacin en Derecho de Familia
encasillarse totalmente en su Despacho Judicial que es lo comn ya que 
por costumbre as como por lo establecido en las disposiciones legales nor
mas procesales como puede ser tambin por las diligencias programadas 
la pesada carga procesal que algunos juzgados tienen que soportar ha dado 
lugar a que el Juez permanezca mayormente en su Despacho resolviendo 
estudiando y despachando los expedientes judiciales a su cargo llevando a 
cabo las audiencias programadas en los diversos procesos judiciales etc con 
un horario apretado para atender a los Abogados patrocinantes peor an 
para los justiciables 
Creemos que el Magistrado a cargo de los casos de Violencia Familiar sin 
afectar el debido proceso de manera creativa en el tratamiento y solucin 
de este problema por el principio de inmediacin no slo debe ceirse a la 
actuacin judicial slo en el Despacho sino fuera de ella realizando activi
dades tendientes a una eficiente labor en la materia en los siguientes aspectos
51 La posibilidad de que en los casos que amerite pueda disponer de 
facultades y facilidades para poder disponer de oficio actuaciones judi
ciales fuera de su Despacho Esto es factible por la gravedad de los casos 
de violencia intrafamiliar como puede ser el de realizar Inspecciones 
Judiciales visitas inopinadas en los hogares de las partes procesales de 
los justiciables y verificar in situ la realidad de la familia involucrada 
en el proceso de violencia fsica o psicolgica y disponer conforme a la 
situacin que verifica las medidas preventivas y cautelares del caso
Se dir qu razn exige lo sealado en le prrafo precedente es lo sigui
ente el hecho de que en el Despacho Judicial en la Audiencia respectiva 
generalmente el victimario el agresor trata de minimizar los hechos en 
muchos casos busca sorprender al Juez manifestando de que su esposa 
o conviviente la vctima exagera los hechos que su conducta ilegal fue a 
consecuencia de haber estado en estado de embriaguez por provocacin 
de la agredida que no es tan grave la situacin o acto demandado que 
se compromete a cesar la conducta agresiva entre otras justificaciones 
Esta aparente situacin de tranquilidad el reconocimiento de su re
sponsabilidad y otros en muchos casos no es tan cierto como pretenden 
hacer creer al Magistrado en su despacho 
Por experiencia puedo sealar que es diferente la conducta del victima
rio dentro de un Juzgado otra en su entorno social y familiar Existen 
casos en que el agresor como represalia de haber sido emplazado ante 
la jurisdiccin despus de salir del Juzgado ya en su hogar o en la calle 
118
Noe ahuinlla Alata
Libro de Especializacin en Derecho de Familia
muchas veces amenaza agrede ofende se desfoga maltrata psicolgica
mente a la demandante a sus hijos por haberle llevado a los estratos ju
diciales Ante esta situacin qu hace la vctima en algunos casos regresa 
al Juzgado a quejarse de que sigue la misma situacin de maltratos y 
actos de violencia familiar En muchos casos lo que se ha recomendado 
que acuda nuevamente a la Fiscala Provincial de Familia o a la Polica 
Nacional por un nuevo caso de violencia familiar La pregunta es dnde 
est la eficacia de la sentencia judicial
En nuestra experiencia con el Secretario del Segundo Juzgado de Paz 
Letrado de Huancavelica atendiendo el clamor de las vctimas los 
casos reiterativos realizbamos las visitas inopinadas para constatar 
los hechos en domicilio o lugar donde viven como viven como est 
constituido la familia averiguar con los vecinos sobre la familia con 
problemas de violencia familiar para de esa forma tener mayores el
ementos de juicio para resolver el conflicto en algunas ocasiones se 
encontraba al victimario de no encontrarlo se le cita al Juzgado para 
que informe su comportamiento Esta dems decir que el Magistrado 
ya no ser sorprendido ni mucho menos engaado de la situacin real 
de la familia
52 Los involucrados en los procesos de violencia familiar especialmente la 
vctima muchas veces no tiene Abogado patrocinante principalmente 
por el factor econmico los ndices de pobreza en la regin andina las 
limitaciones de acceso a la justicia por ello es que cuando la demanda ha 
sido interpuesto por intermedio del Fiscal Provincial de Familia o Mixta 
la agredida tiene cierta reticencia para acudir nuevamente al Fiscal para 
que pueda presentar nuevos escritos o pedidos o como puede ser para 
informarle de la continuidad de los actos de violencia familiar del que 
es objeto 
En situaciones descritas es necesario e importante que el Juez de Famil
ia pueda atender conforme a la disponibilidad de su tiempo en forma 
personal a las vctimas incluso de ser necesario al mismo victimario 
para que informe sobre su familia y escucharle sobre lo que ocurre en el 
entorno familiar sobre la posibilidad o actos reales de la continuacin 
de graves actos de violencia que pudiera estar sucediendo
De igual forma tambin los demandados por la carencia econmica no 
pueden contestar la demanda ya que para ello debe contar con el ase
soramiento de un Abogado pagar la tasa judicial por ofrecimiento de 
119
El dao en casos de violencia familiar en la provincia de Huancavelica propuesta para superar
Libro de Especializacin en Derecho de Familia
pruebas En muchos casos stos piden exponer ante el Juez sobre los 
hechos por el que ha sido demandado y solicitan que se seale la Au
diencia donde puede defenderse de los cargos formulados exponer las 
causas las razones que conllevan a la crtica situacin familiar as como 
la ayuda que precisan
De no darse esa posibilidad de entrevistarse de acceder en forma di
recta con el Magistrado generar posiblemente la situacin jurdica de 
rebelda de emitirse la decisin final una vez vencido los trminos y 
sin la posibilidad de haber ofrecido su versin y las pruebas sobre los 
hechos que en algunos casos ha llevado al extremo de desconocer las 
medidas que puede haberse dispuesto en la Sentencia Judicial por la 
presunta afectacin al debido proceso
En el Juzgado de Paz Letrado en el que tena competencia en los pro
cesos sobre Violencia Familiar haber plasmado en muchos casos la 
relacin directa con los justiciables ha dado buenos resultados Se tiene 
un conocimiento ms cercano sobre la realidad las causas y problemas 
que genera la violencia familiar Algunos victimarios reconocen su re
sponsabilidad sealando que en parte se dan por efectos de alcohol 
falta de trabajo supuestas infidelidad de la pareja indiferencia de la 
vctima de los hijos para superar sus problemas Escucharlos conoc
erlos y tratarlos es una forma de resolver estos conflictos con mejores 
elementos de juicio
53 Para poder conocer y tratar de manera directa a los involucrados en el 
proceso en zonas alto andinas como Huancavelica por la poblacin 
mayoritariamente quechua hablante el Juez debe saber conocer o en 
todo caso debe ser quechua hablante En mi caso fue una ventaja ser 
natural del distrito de Cotarusi Apurimac donde mi primera lengua 
fue el quechua me ha permitido comunicarme sin dificultades con los 
justiciables que no se desenvuelven bien con el idioma castellano lo que 
les da confianza para exponer sobre los hechos sus motivaciones lo que 
no se logra con un Magistrado un Secretario Judicial que no entienda 
o no hable el quechua de la zona As como es importante lo sealado 
en el prrafo anterior es importante comprender su realidad social in
dividual sus carencias su forma de pensar sus limitaciones su forma 
de vida etc que muchas veces para un extrao para alguien que no 
conoce dicho medio y realidad de alguna manera pretenden soslayarlos 
por prejuicios sociales por la recargada labor lo reiterativo de los casos 
etc
120
Noe ahuinlla Alata
Libro de Especializacin en Derecho de Familia
6 LA LABOR QUE LE CORRESPONDERIA AL GOBIERNO CENTRAL 
MINISTERIO DE LA MUJER Y DESARROLO SOCIAL MINISTERIO 
DE SALUD GOBIERNOS LOCALES E INSTITUCIONES PRIVADAS
El Estado y la sociedad atendiendo la realidad de violencia familiar adems 
de la expedicin de la normatividad para proteger la familia ha implementa
do medidas educativas sociales preventivas asistenciales preferentemente 
